,index,title,author,year,title_authors
149,149,Structured Programming with ANSI C (Structured Programming S.),Denham Evelyn,2003,Structured Programming with ANSI C (Structured Programming S.)Denham Evelyn
150,150,Seguridad En Wifi,Bens Smith,2006,Seguridad En WifiBens Smith
151,151,Myst (Value Series): Prima's Official Strategy Guide,"Rick Barba,Rusel Demaria",2000,"Myst (Value Series): Prima's Official Strategy GuideRick Barba,Rusel Demaria"
152,152,Health care: utilizing health resources,,2006,
153,153,Best Ever Bible Activity Worksheets On CD-ROM,,2000,
154,154,Introduction to Mathematical Programming: Applications and Algorithms,Wayne L. Winston,2003,Introduction to Mathematical Programming: Applications and AlgorithmsWayne L. Winston
155,155,"Personal Wireless Communications: IFIP TC6 11th International Conference, PWC 2006, Albacete, Spain, September 20-22, 2006, Proceedings (Lecture Notes in Computer Science)","Pedro Cuenca,Luis Orozco-Barbosa",2006,"Personal Wireless Communications: IFIP TC6 11th International Conference, PWC 2006, Albacete, Spain, September 20-22, 2006, Proceedings (Lecture Notes in Computer Science)Pedro Cuenca,Luis Orozco-Barbosa"
156,156,Exploring Microsoft Office Access 2007 Comprehensive 1/e (Exploring Series),"Robert Grauer,Maurie Lockley",2007,"Exploring Microsoft Office Access 2007 Comprehensive 1/e (Exploring Series)Robert Grauer,Maurie Lockley"
157,157,MCSE Self-Paced Training Kit (Exam 70-297): Designing a Microsoft Windows Server 2003 Active Directory and Network Infrastructure,"Walter Glenn,Michael T. Simpson",2003,"MCSE Self-Paced Training Kit (Exam 70-297): Designing a Microsoft Windows Server 2003 Active Directory and Network InfrastructureWalter Glenn,Michael T. Simpson"
158,158,Controlling simulation games through rule-based scenarios,"Stijn-Pieter van Houten,Alexander Verbraeck",2006,"Controlling simulation games through rule-based scenariosStijn-Pieter van Houten,Alexander Verbraeck"
159,159,"mental ray for Maya, 3ds max, and XSI",Boaz Livny,2007,"mental ray for Maya, 3ds max, and XSIBoaz Livny"
160,160,Autocad Pocket Reference,Cheryl R. Shrock,2006,Autocad Pocket ReferenceCheryl R. Shrock
161,161,"The Advantage Series: Microsoft Office Word 2003, Brief Edition, 1 edition","Glen Coulthard,Sarah Hutchinson-Clifford,Ann Miller",2003,"The Advantage Series: Microsoft Office Word 2003, Brief Edition, 1 editionGlen Coulthard,Sarah Hutchinson-Clifford,Ann Miller"
162,162,Canis Canem Edit Signature Series Guide,,2006,
163,163,Guide to Internet Programming with Sockets,Tim Moors,2006,Guide to Internet Programming with SocketsTim Moors
164,164,"Learning Computer Fundamentals, MS Office, Internet, and Web Technology",Dinesh Maldasani,2005,"Learning Computer Fundamentals, MS Office, Internet, and Web TechnologyDinesh Maldasani"
165,165,Hbj's Macprep for the Sat: Macintosh/User Manual & 3 128K Diskettes (Hbj Computer Test Preparation Series),,1985,
166,166,Tony Hawk's Pro Skater 2x Official Strategy Guide,Doug Walsh,2001,Tony Hawk's Pro Skater 2x Official Strategy GuideDoug Walsh
167,167,"System Analysis and Modeling: 4th International SDL and MSC Workshop, SAM 2004, Ottawa, Canada, June 1-4, 2004, Revised Selected Papers (Lecture Notes in Computer Science)","Daniel Amyot,Alan W. Williams",2005,"System Analysis and Modeling: 4th International SDL and MSC Workshop, SAM 2004, Ottawa, Canada, June 1-4, 2004, Revised Selected Papers (Lecture Notes in Computer Science)Daniel Amyot,Alan W. Williams"
168,168,Syphon Filter (Prima's Official Strategy Guide),"Richard Dal Porto,Kevin Sakamoto,Don Tica",1999,"Syphon Filter (Prima's Official Strategy Guide)Richard Dal Porto,Kevin Sakamoto,Don Tica"
169,169,Fusionplex: resolution of data inconsistencies in the integration of heterogeneous information sources,"Amihai Motro,Philipp Anokhin",2006,"Fusionplex: resolution of data inconsistencies in the integration of heterogeneous information sourcesAmihai Motro,Philipp Anokhin"
170,170,Instant Surround Sound Audio,Jeffrey P. Fisher,2004,Instant Surround Sound AudioJeffrey P. Fisher
171,171,Game Theory for Wireless Engineers (Synthesis Lectures on Communications),"Allen B. MacKenzie,Luiz A. DaSilva",2006,"Game Theory for Wireless Engineers (Synthesis Lectures on Communications)Allen B. MacKenzie,Luiz A. DaSilva"
172,172,How to Do Just about Anything in Microsoft Excel,,2004,
173,173,Principles of Foundation Engineering,Braja M. Das,2006,Principles of Foundation EngineeringBraja M. Das
174,174,"CCSP: Complete Study Guide (642-501, 642-511, 642-521, 642-531, 642-541)","Todd Lammle,Wade Edwards,Tom Lancaster,Justin Menga,Eric Quinn,Jason Rohm,Carl Timm,Bryant Tow",2005,"CCSP: Complete Study Guide (642-501, 642-511, 642-521, 642-531, 642-541)Todd Lammle,Wade Edwards,Tom Lancaster,Justin Menga,Eric Quinn,Jason Rohm,Carl Timm,Bryant Tow"
175,175,Maran Illustrated Jewelry and Beading,Ruth Maran,2007,Maran Illustrated Jewelry and BeadingRuth Maran
176,176,The Comprehensive NCLEX-RN Review,Patricia A. Hoefler,1998,The Comprehensive NCLEX-RN ReviewPatricia A. Hoefler
177,177,New Trends in Software Process Modelling (Software Engineering and Knowledge Engineering) (Series on Software Engineering and Knowledge Engineering),"Silvia T. Acuna,Maria I. Sanchez-segura",2006,"New Trends in Software Process Modelling (Software Engineering and Knowledge Engineering) (Series on Software Engineering and Knowledge Engineering)Silvia T. Acuna,Maria I. Sanchez-segura"
178,178,"Information Security And Employee Behaviour: How to Reduce Risk Through Employee Education, Training And Awareness",Angus Mcilwraith,2006,"Information Security And Employee Behaviour: How to Reduce Risk Through Employee Education, Training And AwarenessAngus Mcilwraith"
179,179,"Recent Advances in Intrusion Detection: 6th International Symposium, RAID 2003, Pittsburgh, PA, USA, September 8-10, 2003, Proceedings (Lecture Notes in Computer Science)","Giovanni Vigna,Erland Jonsson,Christopher Kruegel",2004,"Recent Advances in Intrusion Detection: 6th International Symposium, RAID 2003, Pittsburgh, PA, USA, September 8-10, 2003, Proceedings (Lecture Notes in Computer Science)Giovanni Vigna,Erland Jonsson,Christopher Kruegel"
180,180,Conference on numerical methods for constrained optimization,J. A. Grant,1975,Conference on numerical methods for constrained optimizationJ. A. Grant
181,181,The Definitive Guide to the Microsoft Enterprise Library,Keenan Newton,2007,The Definitive Guide to the Microsoft Enterprise LibraryKeenan Newton
182,182,GIS for Environmental Management,Robert Scally,2006,GIS for Environmental ManagementRobert Scally
183,183,Future Hype: The Myths of Technology Change,Bob Seidensticker,2006,Future Hype: The Myths of Technology ChangeBob Seidensticker
184,184,Microsoft Project,,2006,
185,185,"NIV Study Bible Complete Library for Windows, The",,1998,
186,186,3-D Tutor: The Complete 3-D Starter Kit Macintosh Edition/Boxed Cd-Rom,,1994,
187,187,"PC World, August 2006 Issue",,2006,
188,188,A mixture of experts committee machine to design compensators for intensity modulated radiation therapy,"J. H. Goodband,O. C. L. Haas,J. A. Mills",2006,"A mixture of experts committee machine to design compensators for intensity modulated radiation therapyJ. H. Goodband,O. C. L. Haas,J. A. Mills"
189,189,Indie Fonts 2: A Compendium of Digital Type from Independent Foundries,"Richard Kegler,James Grieshaber,Tamye Riggs",2005,"Indie Fonts 2: A Compendium of Digital Type from Independent FoundriesRichard Kegler,James Grieshaber,Tamye Riggs"
190,190,Java Concepts,Cay S. Horstmann,2006,Java ConceptsCay S. Horstmann
191,191,Graph Algrithms And Applications 4,Giuseppe Liotta,2006,Graph Algrithms And Applications 4Giuseppe Liotta
192,192,A Framework for Adaptive Wavelet Prediction in Self-Sizing Networks,"Srikant Nalatwad,Michael Devetsikiotis",2006,"A Framework for Adaptive Wavelet Prediction in Self-Sizing NetworksSrikant Nalatwad,Michael Devetsikiotis"
193,193,World Religions Reference Library Primary Sources (World Religions Reference Library),"Sydney J. Jones,Michael O'Neal,Neil Schlager,Jayne Weisblatt",2006,"World Religions Reference Library Primary Sources (World Religions Reference Library)Sydney J. Jones,Michael O'Neal,Neil Schlager,Jayne Weisblatt"
194,194,Analysis and Design of Pipeline Analog-to-Digital Converters,Yun Chiu,2007,Analysis and Design of Pipeline Analog-to-Digital ConvertersYun Chiu
195,195,The Legend of Zelda - Twilight Princess (GameCube Version) (Prima Authorized Game Guide),"David Hodgson,Stephen Stratton",2006,"The Legend of Zelda - Twilight Princess (GameCube Version) (Prima Authorized Game Guide)David Hodgson,Stephen Stratton"
196,196,Soft Methodology and Random Information Systems (Advances in Soft Computing),"Miguel López-Díaz,Maria A. Gil,Przemyslaw Grzegorzewski,Olgierd Hryniewicz,Jonathan Lawry",2004,"Soft Methodology and Random Information Systems (Advances in Soft Computing)Miguel López-Díaz,Maria A. Gil,Przemyslaw Grzegorzewski,Olgierd Hryniewicz,Jonathan Lawry"
197,197,"Personal Wireless Communications: IFIP TC6 9th International Conference, PWC 2004, Delft, The Netherlands, September 21-23, 2004, Proceedings (Lecture Notes in Computer Science)","Ignas Niemeegers,Sonia Heemstra de Groot",2004,"Personal Wireless Communications: IFIP TC6 9th International Conference, PWC 2004, Delft, The Netherlands, September 21-23, 2004, Proceedings (Lecture Notes in Computer Science)Ignas Niemeegers,Sonia Heemstra de Groot"
198,198,Becoming a virtual organism to learn about genetics,Alexander Bick,2006,Becoming a virtual organism to learn about geneticsAlexander Bick
199,199,Fireworks 8,Maria Guadalupe Arambula Lariz,2006,Fireworks 8Maria Guadalupe Arambula Lariz
200,200,The Comprehensive NCLEX-PN Review on CD-ROM,Patricia A. Hoefler,1999,The Comprehensive NCLEX-PN Review on CD-ROMPatricia A. Hoefler
201,201,Problems and Solutions of Operating Systems,V. Saxena,2004,Problems and Solutions of Operating SystemsV. Saxena
202,202,Student S/G Criminal Law,,2005,
203,203,Special Edition Using Microsoft Office Word 2003,"Bill Camarda,Neil Randall",2003,"Special Edition Using Microsoft Office Word 2003Bill Camarda,Neil Randall"
204,204,Photoshop CS2 for the Web Essential Training,Tanya Staples,2005,Photoshop CS2 for the Web Essential TrainingTanya Staples
205,205,Issues And Trends in Technology And Human Interaction (Advances in Technology and Human Interaction Series) (Advances in Technology and Human Interaction Series),Bernd Carsten Stahl,2006,Issues And Trends in Technology And Human Interaction (Advances in Technology and Human Interaction Series) (Advances in Technology and Human Interaction Series)Bernd Carsten Stahl
206,206,"Master Data Management and Customer Data Integration for a Global Enterprise, 1 edition","Alex Berson,Larry Dubov",2007,"Master Data Management and Customer Data Integration for a Global Enterprise, 1 editionAlex Berson,Larry Dubov"
207,207,Secret Codes 2007 (Secret Codes),,2006,
208,208,"CD-Rom Data Banks in Germany: A Strategic Entry Report, 1997 (Strategic Planning Series)",,2005,
209,209,Data Structures in Java: From Abstract Data Types to the Java Collections Framework,Simon Gray,2006,Data Structures in Java: From Abstract Data Types to the Java Collections FrameworkSimon Gray
210,210,Understanding Coverbal Ionic Gestures in Shape Descriptions,T. Sowa,2006,Understanding Coverbal Ionic Gestures in Shape DescriptionsT. Sowa
211,211,Computer Security And Telerobotics for Everyone,Doherty Eamon Patrick,2005,Computer Security And Telerobotics for EveryoneDoherty Eamon Patrick
212,212,A Practical Introduction to Microsoft Office XP (BP),David Weale,2003,A Practical Introduction to Microsoft Office XP (BP)David Weale
213,213,RPG Maker 2 (Prima's Official Strategy Guide),,2003,
214,214,Microsoft Works 2.0: Easy Reference Guide/Macintosh,"Laura Bement,Cheryl Boche",1993,"Microsoft Works 2.0: Easy Reference Guide/MacintoshLaura Bement,Cheryl Boche"
215,215,Over-the-Road Wireless For Dummies (For Dummies (Computer/Tech)),E. Phil Haley,2006,Over-the-Road Wireless For Dummies (For Dummies (Computer/Tech))E. Phil Haley
216,216,Problem Solving and Program Design in C (5th Edition),"Jeri R. Hanly,Elliot B. Koffman",2006,"Problem Solving and Program Design in C (5th Edition)Jeri R. Hanly,Elliot B. Koffman"
217,217,Poser 7 Revealed: The efrontier Official Guide,Kelly L Murdock,2006,Poser 7 Revealed: The efrontier Official GuideKelly L Murdock
218,218,"A Mathematical Treatment of Economic Cooperation and Competition Among Nations, with Nigeria, USA, UK, China, and the Middle East Examples, Volume 203 (Mathematics in Science and Engineering)",Ethelbert N. Chukwu,2005,"A Mathematical Treatment of Economic Cooperation and Competition Among Nations, with Nigeria, USA, UK, China, and the Middle East Examples, Volume 203 (Mathematics in Science and Engineering)Ethelbert N. Chukwu"
219,219,Microsoft Word 2002 Basics,Pamela W. Adams,2003,Microsoft Word 2002 BasicsPamela W. Adams
220,220,Macromedia Director Design Guide/Book and Cd-Rom for Windows,"Lee Swearingen,Cathy Clarke",1996,"Macromedia Director Design Guide/Book and Cd-Rom for WindowsLee Swearingen,Cathy Clarke"
221,221,"Passive and Active Network Measurement: 6th International Workshop, PAM 2005, Boston, MA, USA, March 31 - April 1, 2005, Proceedings (Lecture Notes in Computer Science)",Constantinos Dovrolis,2005,"Passive and Active Network Measurement: 6th International Workshop, PAM 2005, Boston, MA, USA, March 31 - April 1, 2005, Proceedings (Lecture Notes in Computer Science)Constantinos Dovrolis"
222,222,Cinema 4D 10 Handbook,Anson Call,2007,Cinema 4D 10 HandbookAnson Call
223,223,Data Mining,,2004,
224,224,CCNA Exam Cram 2 (2nd Edition) (Exam Cram 2),Michael J. Shannon,2005,CCNA Exam Cram 2 (2nd Edition) (Exam Cram 2)Michael J. Shannon
225,225,ALP: Efficient support for all levels of parallelism for complex media applications,"Ruchira Sasanka,Man-Lap Li,Sarita V. Adve,Yen-Kuang Chen,Eric Debes",2007,"ALP: Efficient support for all levels of parallelism for complex media applicationsRuchira Sasanka,Man-Lap Li,Sarita V. Adve,Yen-Kuang Chen,Eric Debes"
226,226,The iPod & iTunes Pocket Guide (Secrets of...),Christopher Breen,2005,The iPod & iTunes Pocket Guide (Secrets of...)Christopher Breen
227,227,Hybrid Estimation of Complex Systems (Lecture Notes in Control and Information Sciences),Michael W. Hofbaur,2005,Hybrid Estimation of Complex Systems (Lecture Notes in Control and Information Sciences)Michael W. Hofbaur
228,228,What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry,John Markoff,2006,What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer IndustryJohn Markoff
229,229,"Cost-Benefit Analysis And Evolutionary Computing: Optimal Scheduling of Interactive Road Projects (Transport Economics, Management and Policy)","John H. E. Taplin,Min Qiu,Renlong Han",2005,"Cost-Benefit Analysis And Evolutionary Computing: Optimal Scheduling of Interactive Road Projects (Transport Economics, Management and Policy)John H. E. Taplin,Min Qiu,Renlong Han"
230,230,Accuracy study of the IDO scheme by Fourier analysis,"Yohsuke Imai,Takayuki Aoki",2006,"Accuracy study of the IDO scheme by Fourier analysisYohsuke Imai,Takayuki Aoki"
231,231,Special issue dedicated to Professor Yasunori Fujikoshi,,2006,
232,232,World Trade Organization (Wto) Trade Policy Review 1998 Cd (1995 - 1997,Bernan Press,1999,World Trade Organization (Wto) Trade Policy Review 1998 Cd (1995 - 1997Bernan Press
233,233,Over the Hedge Official Strategy Guide (Official Strategy Guides (Bradygames)),,2006,
234,234,Symmetry breaking ordering constraints: Thesis,Zeynep Kiziltan,2004,Symmetry breaking ordering constraints: ThesisZeynep Kiziltan
235,235,Programming Microsoft Infopath: A Developer's Guide (Programming Series),Thom Robbins,2006,Programming Microsoft Infopath: A Developer's Guide (Programming Series)Thom Robbins
236,236,Crafting a Compiler,Charles N. Fischer,2007,Crafting a CompilerCharles N. Fischer
237,237,"Object-Oriented PHP: Concepts, Techniques, and Code",Peter Lavin,2006,"Object-Oriented PHP: Concepts, Techniques, and CodePeter Lavin"
238,238,"New Perspectives on Microsoft Office Excel 2003, Brief, CourseCard Edition (New Perspectives)","June Jamrich Parsons,Dan Oja,Roy Ageloff,Partrick Carey",2005,"New Perspectives on Microsoft Office Excel 2003, Brief, CourseCard Edition (New Perspectives)June Jamrich Parsons,Dan Oja,Roy Ageloff,Partrick Carey"
